,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
21366,27.0,77.0,53.0,2239.0,397.0,967.0,0.41100000000000003,56.0,170.0,0.32899999999999996,122.0,176.0,0.693,43.0,262.0,305.0,502.0,88.0,24.0,175.0,133.0,972.0
21367,28.0,81.0,32.0,1955.0,329.0,749.0,0.439,28.0,105.0,0.267,72.0,102.0,0.706,21.0,214.0,235.0,418.0,61.0,33.0,112.0,127.0,758.0
21368,29.0,82.0,35.0,2043.0,389.0,801.0,0.486,35.0,101.0,0.34700000000000003,81.0,116.0,0.698,27.0,197.0,224.0,360.0,64.0,20.0,108.0,140.0,894.0
21370,31.0,60.0,19.0,1569.0,262.0,581.0,0.451,55.0,150.0,0.36700000000000005,48.0,70.0,0.6859999999999999,28.0,161.0,189.0,285.0,52.0,24.0,77.0,84.0,627.0
21430,26.0,59.0,19.0,1400.0,251.0,598.0,0.42,68.0,188.0,0.36200000000000004,80.0,99.0,0.8079999999999999,38.0,119.0,157.0,69.0,44.0,15.0,64.0,66.0,650.0
21431,27.0,59.0,22.0,1402.0,240.0,571.0,0.42,39.0,141.0,0.27699999999999997,98.0,125.0,0.784,44.0,105.0,149.0,108.0,59.0,15.0,74.0,92.0,617.0
21438,30.0,67.0,21.0,1371.0,171.0,371.0,0.461,76.0,183.0,0.415,36.0,45.0,0.8,53.0,221.0,274.0,86.0,50.0,16.0,52.0,141.0,454.0
21439,31.0,77.0,70.0,1788.0,284.0,593.0,0.479,103.0,257.0,0.401,70.0,92.0,0.7609999999999999,125.0,319.0,444.0,147.0,54.0,56.0,82.0,197.0,741.0
21440,32.0,64.0,61.0,1821.0,287.0,604.0,0.475,125.0,295.0,0.424,60.0,73.0,0.8220000000000001,107.0,305.0,412.0,179.0,54.0,33.0,92.0,193.0,759.0
21459,24.0,26.0,25.0,707.0,112.0,229.0,0.489,0.0,1.0,0.0,82.0,107.0,0.7659999999999999,82.0,99.0,181.0,47.0,23.0,13.0,33.0,84.0,306.0
21460,24.0,46.0,25.0,875.0,130.0,274.0,0.474,0.0,1.0,0.0,90.0,121.0,0.7440000000000001,104.0,133.0,237.0,52.0,28.0,20.0,41.0,116.0,350.0
21461,25.0,73.0,32.0,1399.0,238.0,502.0,0.474,4.0,22.0,0.182,106.0,137.0,0.774,121.0,238.0,359.0,79.0,39.0,30.0,99.0,135.0,586.0
21511,22.0,68.0,25.0,1680.0,207.0,488.0,0.424,49.0,129.0,0.38,66.0,104.0,0.635,64.0,306.0,370.0,148.0,54.0,33.0,77.0,140.0,529.0
21512,23.0,66.0,52.0,1960.0,324.0,749.0,0.433,96.0,256.0,0.375,86.0,137.0,0.628,63.0,292.0,355.0,282.0,72.0,19.0,142.0,177.0,830.0
21527,28.0,58.0,57.0,1382.0,216.0,382.0,0.565,26.0,81.0,0.321,81.0,106.0,0.764,130.0,250.0,380.0,95.0,35.0,75.0,48.0,201.0,539.0
21578,32.0,59.0,33.0,1085.0,132.0,351.0,0.376,20.0,72.0,0.278,40.0,54.0,0.741,48.0,102.0,150.0,65.0,51.0,10.0,45.0,77.0,324.0
21589,25.0,65.0,65.0,1937.0,332.0,668.0,0.49700000000000005,0.0,1.0,0.0,170.0,239.0,0.711,213.0,359.0,572.0,108.0,32.0,128.0,128.0,195.0,834.0
21590,26.0,79.0,79.0,2269.0,385.0,859.0,0.44799999999999995,1.0,4.0,0.25,166.0,224.0,0.741,296.0,360.0,656.0,113.0,39.0,206.0,162.0,279.0,937.0
21591,27.0,81.0,81.0,2409.0,331.0,754.0,0.439,2.0,5.0,0.4,207.0,269.0,0.77,202.0,336.0,538.0,91.0,29.0,182.0,148.0,269.0,871.0
21592,28.0,76.0,76.0,1926.0,317.0,710.0,0.446,0.0,2.0,0.0,168.0,204.0,0.8240000000000001,156.0,384.0,540.0,84.0,18.0,125.0,107.0,216.0,802.0
21593,29.0,81.0,81.0,1878.0,182.0,411.0,0.44299999999999995,0.0,2.0,0.0,117.0,145.0,0.807,132.0,266.0,398.0,95.0,32.0,110.0,76.0,252.0,481.0
21598,24.0,36.0,29.0,1046.0,142.0,345.0,0.41200000000000003,60.0,149.0,0.40299999999999997,64.0,73.0,0.877,16.0,83.0,99.0,155.0,40.0,7.0,56.0,79.0,408.0
21599,24.0,46.0,29.0,1197.0,160.0,394.0,0.406,68.0,176.0,0.386,74.0,89.0,0.831,20.0,91.0,111.0,172.0,42.0,9.0,70.0,90.0,462.0
21600,25.0,82.0,21.0,2282.0,311.0,730.0,0.426,134.0,359.0,0.373,82.0,103.0,0.7959999999999999,26.0,223.0,249.0,201.0,64.0,9.0,78.0,153.0,838.0
21694,26.0,39.0,33.0,1125.0,210.0,321.0,0.654,0.0,0.0,0.0,80.0,100.0,0.8,118.0,207.0,325.0,39.0,39.0,55.0,49.0,152.0,500.0
21700,26.0,56.0,30.0,951.0,136.0,249.0,0.546,0.0,1.0,0.0,56.0,67.0,0.836,94.0,183.0,277.0,40.0,23.0,46.0,63.0,187.0,328.0
21705,22.0,54.0,45.0,1564.0,170.0,419.0,0.406,71.0,178.0,0.39899999999999997,19.0,36.0,0.528,15.0,140.0,155.0,477.0,48.0,4.0,150.0,76.0,430.0
21793,28.0,49.0,25.0,1159.0,161.0,437.0,0.368,68.0,173.0,0.39299999999999996,84.0,104.0,0.8079999999999999,21.0,84.0,105.0,200.0,45.0,8.0,97.0,103.0,474.0
21796,31.0,57.0,21.0,1422.0,181.0,417.0,0.434,70.0,175.0,0.4,138.0,167.0,0.826,18.0,145.0,163.0,208.0,57.0,9.0,100.0,107.0,570.0
21817,23.0,44.0,18.0,843.0,88.0,221.0,0.39799999999999996,33.0,99.0,0.33299999999999996,31.0,40.0,0.775,15.0,110.0,125.0,36.0,15.0,16.0,40.0,78.0,240.0
21954,22.0,77.0,52.0,2066.0,251.0,599.0,0.419,35.0,146.0,0.24,212.0,322.0,0.6579999999999999,99.0,262.0,361.0,135.0,54.0,127.0,110.0,215.0,749.0
21959,25.0,80.0,77.0,2612.0,409.0,823.0,0.49700000000000005,115.0,293.0,0.392,157.0,221.0,0.71,96.0,321.0,417.0,79.0,61.0,100.0,67.0,214.0,1090.0
21960,26.0,64.0,22.0,1676.0,263.0,558.0,0.47100000000000003,88.0,220.0,0.4,128.0,172.0,0.7440000000000001,53.0,174.0,227.0,79.0,44.0,52.0,55.0,141.0,742.0
21973,20.0,60.0,30.0,1367.0,264.0,530.0,0.498,3.0,14.0,0.214,88.0,121.0,0.727,68.0,264.0,332.0,41.0,25.0,86.0,67.0,158.0,619.0
21974,21.0,81.0,81.0,2541.0,444.0,869.0,0.511,40.0,115.0,0.348,245.0,303.0,0.809,139.0,450.0,589.0,106.0,74.0,172.0,105.0,262.0,1173.0
21975,22.0,65.0,62.0,1836.0,306.0,639.0,0.479,56.0,157.0,0.35700000000000004,160.0,206.0,0.777,93.0,324.0,417.0,87.0,38.0,118.0,96.0,186.0,828.0
21976,23.0,74.0,74.0,2119.0,380.0,780.0,0.48700000000000004,76.0,196.0,0.38799999999999996,148.0,201.0,0.736,101.0,430.0,531.0,115.0,60.0,199.0,100.0,195.0,984.0
21977,24.0,55.0,55.0,1628.0,233.0,517.0,0.451,77.0,229.0,0.336,108.0,144.0,0.75,70.0,290.0,360.0,61.0,42.0,120.0,68.0,138.0,651.0
21979,21.0,81.0,60.0,2286.0,358.0,835.0,0.429,10.0,36.0,0.278,193.0,270.0,0.715,172.0,657.0,829.0,144.0,53.0,29.0,149.0,242.0,919.0
21980,22.0,74.0,73.0,2132.0,377.0,773.0,0.488,17.0,63.0,0.27,204.0,282.0,0.723,150.0,486.0,636.0,264.0,49.0,37.0,173.0,248.0,975.0
21981,23.0,82.0,49.0,2190.0,504.0,904.0,0.5579999999999999,10.0,45.0,0.222,305.0,425.0,0.718,181.0,473.0,654.0,210.0,43.0,45.0,213.0,274.0,1323.0
21982,24.0,73.0,49.0,2232.0,571.0,1089.0,0.524,67.0,195.0,0.344,356.0,487.0,0.731,162.0,472.0,634.0,229.0,52.0,45.0,208.0,246.0,1565.0
21983,25.0,64.0,64.0,2080.0,463.0,1006.0,0.46,64.0,231.0,0.27699999999999997,258.0,352.0,0.733,151.0,471.0,622.0,198.0,51.0,22.0,193.0,178.0,1248.0
21985,23.0,46.0,18.0,784.0,107.0,283.0,0.37799999999999995,70.0,193.0,0.363,38.0,46.0,0.826,28.0,107.0,135.0,54.0,27.0,42.0,25.0,41.0,322.0
22045,23.0,58.0,31.0,1309.0,170.0,389.0,0.43700000000000006,18.0,62.0,0.29,59.0,90.0,0.6559999999999999,33.0,116.0,149.0,187.0,35.0,15.0,57.0,67.0,417.0
22066,23.0,81.0,62.0,2159.0,318.0,751.0,0.423,161.0,408.0,0.395,82.0,98.0,0.8370000000000001,43.0,209.0,252.0,79.0,64.0,27.0,88.0,183.0,879.0
22067,24.0,82.0,61.0,2092.0,309.0,753.0,0.41,145.0,390.0,0.37200000000000005,44.0,56.0,0.7859999999999999,32.0,194.0,226.0,86.0,53.0,25.0,69.0,136.0,807.0
22070,26.0,24.0,24.0,748.0,115.0,267.0,0.431,46.0,135.0,0.341,23.0,27.0,0.852,4.0,64.0,68.0,43.0,34.0,13.0,35.0,61.0,299.0
22071,26.0,78.0,24.0,1955.0,326.0,746.0,0.43700000000000006,142.0,391.0,0.363,64.0,77.0,0.831,18.0,188.0,206.0,88.0,87.0,33.0,68.0,143.0,858.0
22072,27.0,24.0,20.0,600.0,76.0,191.0,0.39799999999999996,30.0,93.0,0.32299999999999995,27.0,36.0,0.75,10.0,63.0,73.0,38.0,27.0,11.0,29.0,45.0,209.0
22120,20.0,82.0,37.0,2069.0,187.0,484.0,0.386,118.0,322.0,0.366,39.0,51.0,0.765,40.0,321.0,361.0,130.0,22.0,53.0,112.0,166.0,531.0
22121,21.0,46.0,27.0,826.0,88.0,197.0,0.447,22.0,101.0,0.218,32.0,54.0,0.593,34.0,149.0,183.0,56.0,18.0,22.0,37.0,90.0,230.0
22216,22.0,66.0,25.0,1792.0,281.0,767.0,0.366,69.0,226.0,0.305,168.0,213.0,0.789,30.0,204.0,234.0,289.0,60.0,20.0,119.0,79.0,799.0
22217,23.0,82.0,82.0,2859.0,526.0,1244.0,0.423,107.0,332.0,0.322,296.0,371.0,0.7979999999999999,60.0,223.0,283.0,471.0,160.0,31.0,200.0,153.0,1455.0
22218,24.0,73.0,73.0,2614.0,449.0,1143.0,0.39299999999999996,109.0,327.0,0.33299999999999996,282.0,337.0,0.8370000000000001,39.0,267.0,306.0,447.0,86.0,32.0,169.0,128.0,1289.0
22219,25.0,62.0,58.0,2119.0,378.0,981.0,0.385,85.0,280.0,0.304,234.0,283.0,0.8270000000000001,35.0,185.0,220.0,318.0,89.0,31.0,100.0,92.0,1075.0
22220,26.0,81.0,81.0,2885.0,568.0,1331.0,0.42700000000000005,182.0,490.0,0.371,371.0,438.0,0.847,56.0,301.0,357.0,421.0,126.0,39.0,171.0,111.0,1689.0
22221,27.0,79.0,79.0,2739.0,643.0,1449.0,0.444,240.0,602.0,0.39899999999999997,304.0,359.0,0.847,45.0,263.0,308.0,434.0,85.0,22.0,168.0,119.0,1830.0
22222,28.0,80.0,80.0,2736.0,588.0,1363.0,0.431,231.0,601.0,0.384,363.0,420.0,0.8640000000000001,32.0,216.0,248.0,444.0,91.0,24.0,179.0,98.0,1770.0
22223,29.0,82.0,82.0,2863.0,731.0,1684.0,0.434,260.0,731.0,0.35600000000000004,380.0,450.0,0.8440000000000001,52.0,309.0,361.0,484.0,102.0,34.0,211.0,131.0,2102.0
22224,30.0,50.0,50.0,1592.0,350.0,832.0,0.42100000000000004,165.0,438.0,0.377,195.0,225.0,0.867,33.0,171.0,204.0,247.0,47.0,25.0,107.0,77.0,1060.0
22230,25.0,65.0,65.0,2422.0,485.0,1067.0,0.455,54.0,173.0,0.312,208.0,263.0,0.7909999999999999,130.0,287.0,417.0,147.0,95.0,55.0,161.0,138.0,1232.0
22231,26.0,42.0,42.0,1541.0,281.0,688.0,0.408,40.0,129.0,0.31,121.0,156.0,0.7759999999999999,56.0,193.0,249.0,108.0,56.0,31.0,104.0,87.0,723.0
22232,26.0,33.0,32.0,1146.0,240.0,565.0,0.425,44.0,131.0,0.336,119.0,139.0,0.856,43.0,169.0,212.0,94.0,57.0,22.0,94.0,95.0,643.0
22233,26.0,75.0,74.0,2687.0,521.0,1253.0,0.41600000000000004,84.0,260.0,0.32299999999999995,240.0,295.0,0.8140000000000001,99.0,362.0,461.0,202.0,113.0,53.0,198.0,182.0,1366.0
22234,27.0,18.0,18.0,639.0,130.0,335.0,0.38799999999999996,22.0,59.0,0.373,68.0,88.0,0.773,29.0,104.0,133.0,40.0,28.0,23.0,59.0,47.0,350.0
22235,27.0,55.0,55.0,1892.0,407.0,844.0,0.48200000000000004,43.0,138.0,0.312,250.0,299.0,0.836,84.0,220.0,304.0,169.0,67.0,33.0,165.0,124.0,1107.0
22236,27.0,73.0,73.0,2531.0,537.0,1179.0,0.455,65.0,197.0,0.33,318.0,387.0,0.8220000000000001,113.0,324.0,437.0,209.0,95.0,56.0,224.0,171.0,1457.0
22237,28.0,68.0,67.0,2408.0,508.0,1116.0,0.455,79.0,220.0,0.359,337.0,393.0,0.858,98.0,301.0,399.0,250.0,71.0,41.0,183.0,157.0,1432.0
22238,29.0,70.0,70.0,2379.0,466.0,1007.0,0.46299999999999997,74.0,215.0,0.344,198.0,254.0,0.78,103.0,353.0,456.0,120.0,100.0,51.0,139.0,184.0,1204.0
22239,30.0,30.0,30.0,1013.0,201.0,442.0,0.455,42.0,113.0,0.37200000000000005,118.0,138.0,0.855,35.0,155.0,190.0,83.0,44.0,26.0,74.0,79.0,562.0
22241,32.0,69.0,51.0,1842.0,376.0,746.0,0.504,74.0,184.0,0.402,120.0,147.0,0.816,63.0,407.0,470.0,182.0,54.0,34.0,114.0,159.0,946.0
22248,26.0,23.0,19.0,701.0,101.0,211.0,0.479,17.0,35.0,0.486,72.0,101.0,0.713,14.0,73.0,87.0,142.0,17.0,2.0,59.0,37.0,291.0
22249,26.0,64.0,23.0,1707.0,242.0,565.0,0.428,43.0,97.0,0.44299999999999995,194.0,248.0,0.782,33.0,181.0,214.0,354.0,44.0,3.0,141.0,100.0,721.0
22253,28.0,83.0,19.0,2214.0,330.0,769.0,0.429,35.0,124.0,0.282,326.0,404.0,0.807,38.0,165.0,203.0,340.0,49.0,9.0,148.0,90.0,1021.0
22263,20.0,58.0,34.0,1551.0,213.0,554.0,0.384,83.0,250.0,0.332,101.0,126.0,0.802,35.0,181.0,216.0,87.0,62.0,28.0,96.0,132.0,610.0
22353,22.0,73.0,35.0,1809.0,210.0,545.0,0.385,106.0,325.0,0.326,91.0,118.0,0.7709999999999999,23.0,160.0,183.0,138.0,44.0,20.0,94.0,115.0,617.0
22354,23.0,80.0,27.0,2188.0,251.0,634.0,0.396,132.0,359.0,0.368,122.0,150.0,0.813,21.0,205.0,226.0,188.0,45.0,32.0,128.0,144.0,756.0
22528,19.0,56.0,55.0,1704.0,292.0,727.0,0.402,63.0,197.0,0.32,156.0,254.0,0.614,50.0,229.0,279.0,143.0,55.0,17.0,124.0,122.0,803.0
22550,29.0,64.0,51.0,1349.0,85.0,152.0,0.5589999999999999,0.0,0.0,0.0,49.0,71.0,0.69,100.0,150.0,250.0,9.0,36.0,84.0,45.0,126.0,219.0
22582,32.0,61.0,25.0,908.0,106.0,277.0,0.38299999999999995,52.0,143.0,0.364,32.0,39.0,0.821,26.0,123.0,149.0,84.0,34.0,5.0,44.0,83.0,296.0
22616,33.0,25.0,24.0,570.0,52.0,120.0,0.433,0.0,0.0,0.0,21.0,31.0,0.677,37.0,98.0,135.0,10.0,8.0,43.0,21.0,80.0,125.0
22658,26.0,58.0,47.0,1739.0,206.0,482.0,0.42700000000000005,113.0,311.0,0.363,68.0,85.0,0.8,56.0,190.0,246.0,78.0,64.0,32.0,49.0,119.0,593.0
22665,24.0,41.0,40.0,1124.0,214.0,400.0,0.535,0.0,0.0,0.0,58.0,116.0,0.5,127.0,235.0,362.0,25.0,25.0,101.0,68.0,118.0,486.0
22667,24.0,61.0,45.0,1535.0,307.0,552.0,0.556,0.0,0.0,0.0,77.0,167.0,0.461,163.0,314.0,477.0,31.0,35.0,132.0,87.0,166.0,691.0
22676,31.0,75.0,62.0,1671.0,400.0,641.0,0.624,1.0,12.0,0.083,96.0,152.0,0.632,195.0,371.0,566.0,52.0,47.0,148.0,108.0,208.0,897.0
22677,32.0,61.0,61.0,1023.0,181.0,283.0,0.64,3.0,6.0,0.5,49.0,75.0,0.653,111.0,243.0,354.0,34.0,31.0,92.0,47.0,145.0,414.0
22695,23.0,49.0,24.0,725.0,97.0,229.0,0.424,36.0,89.0,0.40399999999999997,43.0,53.0,0.8109999999999999,16.0,95.0,111.0,47.0,29.0,10.0,32.0,59.0,273.0
22696,24.0,76.0,18.0,1368.0,227.0,506.0,0.449,56.0,173.0,0.324,126.0,159.0,0.792,26.0,143.0,169.0,82.0,52.0,14.0,70.0,127.0,636.0
22697,25.0,70.0,18.0,1062.0,150.0,374.0,0.401,53.0,186.0,0.285,32.0,39.0,0.821,14.0,105.0,119.0,89.0,37.0,16.0,66.0,111.0,385.0
22699,27.0,44.0,23.0,1269.0,259.0,516.0,0.502,94.0,236.0,0.39799999999999996,109.0,130.0,0.838,23.0,138.0,161.0,78.0,55.0,17.0,64.0,93.0,721.0
22735,28.0,74.0,37.0,2421.0,396.0,955.0,0.415,189.0,480.0,0.39399999999999996,90.0,138.0,0.652,35.0,261.0,296.0,219.0,65.0,20.0,108.0,196.0,1071.0
22737,29.0,46.0,45.0,1461.0,214.0,504.0,0.425,131.0,336.0,0.39,27.0,33.0,0.818,26.0,134.0,160.0,114.0,64.0,18.0,52.0,119.0,586.0
22738,29.0,70.0,51.0,2079.0,315.0,755.0,0.41700000000000004,163.0,426.0,0.38299999999999995,54.0,72.0,0.75,30.0,188.0,218.0,195.0,82.0,22.0,97.0,163.0,847.0
22739,30.0,77.0,77.0,2362.0,353.0,850.0,0.415,204.0,510.0,0.4,45.0,71.0,0.634,43.0,174.0,217.0,130.0,81.0,21.0,59.0,204.0,955.0
22740,31.0,41.0,35.0,1187.0,123.0,356.0,0.34600000000000003,95.0,271.0,0.35100000000000003,10.0,15.0,0.667,17.0,96.0,113.0,62.0,40.0,11.0,26.0,77.0,351.0
22741,32.0,80.0,61.0,2244.0,240.0,595.0,0.40299999999999997,143.0,381.0,0.375,39.0,56.0,0.696,29.0,206.0,235.0,141.0,68.0,11.0,81.0,161.0,662.0
22766,24.0,46.0,29.0,1079.0,107.0,279.0,0.384,52.0,156.0,0.33299999999999996,13.0,19.0,0.684,55.0,164.0,219.0,83.0,45.0,19.0,36.0,95.0,279.0
22767,25.0,35.0,18.0,779.0,49.0,143.0,0.34299999999999997,25.0,96.0,0.26,9.0,24.0,0.375,49.0,129.0,178.0,53.0,25.0,21.0,21.0,81.0,132.0
22793,26.0,73.0,30.0,1643.0,201.0,384.0,0.523,47.0,101.0,0.465,75.0,96.0,0.7809999999999999,72.0,161.0,233.0,286.0,52.0,15.0,83.0,131.0,524.0
22794,27.0,80.0,54.0,2164.0,257.0,530.0,0.485,64.0,162.0,0.395,131.0,160.0,0.8190000000000001,82.0,197.0,279.0,399.0,82.0,13.0,120.0,172.0,709.0
22795,28.0,65.0,64.0,1878.0,237.0,551.0,0.43,64.0,199.0,0.322,106.0,121.0,0.8759999999999999,76.0,178.0,254.0,354.0,80.0,7.0,130.0,135.0,644.0
22823,22.0,73.0,26.0,1643.0,204.0,508.0,0.402,44.0,149.0,0.295,91.0,113.0,0.805,32.0,152.0,184.0,192.0,42.0,36.0,142.0,175.0,543.0
22903,26.0,63.0,63.0,2165.0,398.0,941.0,0.423,172.0,423.0,0.40700000000000003,166.0,190.0,0.8740000000000001,50.0,226.0,276.0,259.0,61.0,10.0,141.0,126.0,1134.0
22981,23.0,70.0,25.0,1358.0,138.0,314.0,0.439,66.0,181.0,0.365,66.0,86.0,0.767,64.0,201.0,265.0,55.0,27.0,24.0,37.0,94.0,408.0
23090,25.0,63.0,53.0,2211.0,368.0,963.0,0.382,218.0,585.0,0.373,191.0,233.0,0.82,42.0,170.0,212.0,471.0,62.0,15.0,181.0,115.0,1145.0
23105,26.0,72.0,39.0,2052.0,309.0,711.0,0.435,119.0,324.0,0.36700000000000005,106.0,129.0,0.8220000000000001,34.0,214.0,248.0,165.0,60.0,34.0,81.0,148.0,843.0
23108,27.0,57.0,22.0,1529.0,217.0,526.0,0.413,90.0,260.0,0.34600000000000003,95.0,127.0,0.748,34.0,139.0,173.0,166.0,54.0,27.0,77.0,97.0,619.0
23137,26.0,66.0,66.0,2329.0,504.0,1101.0,0.45799999999999996,28.0,109.0,0.257,203.0,322.0,0.63,136.0,496.0,632.0,257.0,93.0,115.0,164.0,172.0,1239.0
23138,27.0,76.0,76.0,2683.0,550.0,1182.0,0.465,61.0,201.0,0.303,166.0,321.0,0.517,133.0,506.0,639.0,321.0,94.0,136.0,226.0,175.0,1327.0
23139,28.0,77.0,76.0,2730.0,517.0,1233.0,0.419,70.0,265.0,0.264,160.0,301.0,0.532,102.0,418.0,520.0,252.0,105.0,110.0,199.0,197.0,1264.0
23140,29.0,28.0,28.0,896.0,153.0,391.0,0.391,9.0,37.0,0.243,52.0,111.0,0.46799999999999997,52.0,150.0,202.0,132.0,37.0,48.0,72.0,82.0,367.0
23142,29.0,83.0,35.0,2301.0,414.0,987.0,0.419,72.0,228.0,0.316,127.0,255.0,0.498,152.0,378.0,530.0,277.0,87.0,116.0,206.0,228.0,1027.0
23170,23.0,43.0,40.0,1351.0,193.0,466.0,0.414,60.0,183.0,0.32799999999999996,182.0,209.0,0.871,28.0,174.0,202.0,116.0,42.0,23.0,68.0,86.0,628.0
23171,24.0,71.0,71.0,2309.0,364.0,871.0,0.418,135.0,362.0,0.373,286.0,348.0,0.8220000000000001,65.0,302.0,367.0,176.0,64.0,36.0,111.0,130.0,1149.0
23172,26.0,59.0,27.0,1426.0,228.0,568.0,0.401,107.0,301.0,0.355,171.0,191.0,0.895,31.0,187.0,218.0,83.0,47.0,20.0,57.0,94.0,734.0
23173,27.0,53.0,53.0,1839.0,287.0,700.0,0.41,87.0,239.0,0.364,375.0,432.0,0.868,52.0,229.0,281.0,135.0,42.0,19.0,77.0,87.0,1036.0
23174,28.0,63.0,63.0,2134.0,335.0,750.0,0.447,126.0,324.0,0.389,349.0,387.0,0.902,39.0,286.0,325.0,135.0,40.0,15.0,82.0,93.0,1145.0
23175,29.0,21.0,21.0,671.0,102.0,256.0,0.39799999999999996,36.0,111.0,0.324,81.0,87.0,0.9309999999999999,9.0,92.0,101.0,41.0,13.0,10.0,26.0,30.0,321.0
23176,30.0,68.0,68.0,2059.0,409.0,884.0,0.46299999999999997,161.0,372.0,0.433,367.0,406.0,0.904,54.0,363.0,417.0,178.0,49.0,23.0,99.0,129.0,1346.0
23177,31.0,55.0,55.0,1690.0,329.0,749.0,0.439,165.0,403.0,0.409,234.0,264.0,0.8859999999999999,32.0,270.0,302.0,113.0,40.0,4.0,70.0,66.0,1057.0
23184,31.0,68.0,30.0,1517.0,210.0,536.0,0.392,92.0,252.0,0.365,18.0,27.0,0.667,21.0,136.0,157.0,344.0,49.0,4.0,128.0,95.0,530.0
23234,35.0,34.0,33.0,796.0,81.0,174.0,0.466,34.0,87.0,0.391,21.0,25.0,0.84,6.0,43.0,49.0,38.0,13.0,2.0,21.0,78.0,217.0
23354,22.0,59.0,25.0,1082.0,183.0,331.0,0.5529999999999999,0.0,0.0,0.0,93.0,132.0,0.705,108.0,212.0,320.0,53.0,13.0,22.0,61.0,113.0,459.0
23366,27.0,67.0,27.0,1255.0,224.0,466.0,0.48100000000000004,42.0,110.0,0.382,77.0,101.0,0.762,76.0,297.0,373.0,72.0,38.0,30.0,75.0,125.0,567.0
23367,28.0,75.0,34.0,1944.0,310.0,646.0,0.48,49.0,167.0,0.293,98.0,113.0,0.867,102.0,300.0,402.0,111.0,31.0,26.0,66.0,145.0,767.0
23371,20.0,25.0,25.0,738.0,129.0,263.0,0.49,4.0,16.0,0.25,46.0,66.0,0.6970000000000001,50.0,88.0,138.0,42.0,31.0,5.0,47.0,42.0,308.0
23372,21.0,76.0,72.0,2408.0,443.0,899.0,0.493,9.0,35.0,0.257,175.0,228.0,0.768,123.0,272.0,395.0,130.0,69.0,29.0,116.0,154.0,1070.0
23373,22.0,51.0,50.0,1728.0,399.0,814.0,0.49,65.0,178.0,0.365,162.0,218.0,0.743,79.0,235.0,314.0,142.0,50.0,22.0,93.0,111.0,1025.0
23378,25.0,32.0,23.0,837.0,198.0,393.0,0.504,31.0,115.0,0.27,53.0,72.0,0.736,54.0,137.0,191.0,58.0,42.0,15.0,60.0,93.0,480.0
23380,25.0,33.0,23.0,852.0,199.0,399.0,0.499,31.0,116.0,0.267,55.0,74.0,0.743,54.0,141.0,195.0,60.0,42.0,15.0,60.0,94.0,484.0
23462,25.0,64.0,28.0,1760.0,246.0,600.0,0.41,112.0,296.0,0.37799999999999995,97.0,115.0,0.843,21.0,146.0,167.0,307.0,57.0,20.0,82.0,110.0,701.0
23463,26.0,48.0,48.0,1719.0,287.0,701.0,0.409,131.0,338.0,0.38799999999999996,140.0,166.0,0.843,18.0,162.0,180.0,317.0,91.0,13.0,110.0,118.0,845.0
23474,29.0,40.0,40.0,1264.0,222.0,537.0,0.413,78.0,225.0,0.34700000000000003,160.0,179.0,0.894,13.0,93.0,106.0,110.0,28.0,3.0,70.0,70.0,682.0
23476,31.0,68.0,68.0,2177.0,440.0,1023.0,0.43,115.0,297.0,0.387,303.0,340.0,0.8909999999999999,34.0,169.0,203.0,121.0,66.0,6.0,106.0,123.0,1298.0
23477,32.0,39.0,36.0,1302.0,267.0,625.0,0.42700000000000005,75.0,191.0,0.39299999999999996,170.0,193.0,0.8809999999999999,19.0,123.0,142.0,89.0,33.0,1.0,76.0,76.0,779.0
23490,33.0,75.0,59.0,1414.0,129.0,251.0,0.514,0.0,0.0,0.0,32.0,45.0,0.711,97.0,307.0,404.0,38.0,30.0,15.0,45.0,173.0,290.0
23491,34.0,46.0,18.0,653.0,74.0,146.0,0.507,0.0,0.0,0.0,25.0,44.0,0.568,42.0,133.0,175.0,13.0,11.0,15.0,24.0,79.0,173.0
23492,35.0,62.0,25.0,995.0,107.0,239.0,0.44799999999999995,2.0,10.0,0.2,45.0,64.0,0.703,71.0,187.0,258.0,46.0,21.0,13.0,41.0,113.0,261.0
23647,23.0,59.0,38.0,1476.0,267.0,596.0,0.44799999999999995,38.0,121.0,0.314,131.0,158.0,0.8290000000000001,56.0,135.0,191.0,206.0,51.0,12.0,96.0,109.0,703.0
23648,24.0,79.0,79.0,2552.0,475.0,1098.0,0.433,111.0,320.0,0.34700000000000003,164.0,204.0,0.804,93.0,220.0,313.0,192.0,88.0,7.0,135.0,168.0,1225.0
23649,25.0,82.0,19.0,2397.0,477.0,1071.0,0.445,117.0,356.0,0.32899999999999996,134.0,168.0,0.7979999999999999,49.0,197.0,246.0,213.0,88.0,8.0,164.0,150.0,1205.0
23680,24.0,62.0,62.0,1846.0,381.0,850.0,0.44799999999999995,131.0,362.0,0.36200000000000004,77.0,92.0,0.8370000000000001,19.0,149.0,168.0,210.0,51.0,11.0,101.0,142.0,970.0
23835,26.0,63.0,19.0,830.0,92.0,192.0,0.479,59.0,115.0,0.513,13.0,19.0,0.684,12.0,99.0,111.0,24.0,17.0,11.0,26.0,63.0,256.0
